events_id,E_sum_cen_biletow_z_rynku_w,E_srednia_cena_biletow_z_rynku_w,E_liczba_biletow_z_rynku_w,E_dostepne_sektory
248929,0,0,0,event bez numerowanych miejsc
248947,50,50,1,event bez numerowanych miejsc
248984,40,40,1,event bez numerowanych miejsc
249610,40,40,1,event bez numerowanych miejsc
249036,0,0,0,event bez numerowanych miejsc
249104,0,0,0,event bez numerowanych miejsc
249558,25,25,1,event bez numerowanych miejsc
249793,0,0,0,event bez numerowanych miejsc
360819,10,10,1,event bez numerowanych miejsc
248916,0,0,0,event bez numerowanych miejsc
248917,0,0,0,event bez numerowanych miejsc
249148,40,40,1,event bez numerowanych miejsc
249496,0,0,0,event bez numerowanych miejsc
249761,35,35,1,event bez numerowanych miejsc
249856,30,30,1,event bez numerowanych miejsc
249127,25,25,1,event bez numerowanych miejsc
249672,25,25,1,event bez numerowanych miejsc
249881,25,25,1,event bez numerowanych miejsc
249071,35,35,1,event bez numerowanych miejsc
249789,40,40,1,event bez numerowanych miejsc
249900,25,25,1,event bez numerowanych miejsc
249121,30,30,1,event bez numerowanych miejsc
249722,40,40,1,event bez numerowanych miejsc
249845,0,0,0,event bez numerowanych miejsc
249076,0,0,0,event bez numerowanych miejsc
249129,40,40,1,event bez numerowanych miejsc
249921,35,35,1,event bez numerowanych miejsc
249016,0,0,0,event bez numerowanych miejsc
249065,35,35,1,event bez numerowanych miejsc
249111,0,0,0,event bez numerowanych miejsc
249144,40,40,1,event bez numerowanych miejsc
249577,25,25,1,event bez numerowanych miejsc
248896,0,0,0,event bez numerowanych miejsc
249666,40,40,1,event bez numerowanych miejsc
248945,70,35,2,event bez numerowanych miejsc
249804,70,35,2,event bez numerowanych miejsc
249832,20,20,1,event bez numerowanych miejsc
249656,40,40,1,event bez numerowanych miejsc
249692,40,40,1,event bez numerowanych miejsc
249754,70,35,2,event bez numerowanych miejsc
249757,0,0,0,event bez numerowanych miejsc
249834,0,0,0,event bez numerowanych miejsc
249860,35,35,1,event bez numerowanych miejsc
248938,40,40,1,event bez numerowanych miejsc
249055,35,35,1,event bez numerowanych miejsc
249143,40,40,1,event bez numerowanych miejsc
249153,45,45,1,event bez numerowanych miejsc
249155,40,40,1,event bez numerowanych miejsc
249147,35,35,1,event bez numerowanych miejsc
249052,30,30,1,event bez numerowanych miejsc
249912,35,35,1,event bez numerowanych miejsc
249067,40,40,1,event bez numerowanych miejsc
249483,40,20,2,event bez numerowanych miejsc
249488,20,20,1,event bez numerowanych miejsc
248975,40,40,1,event bez numerowanych miejsc
249083,80,40,2,event bez numerowanych miejsc
249079,40,40,1,event bez numerowanych miejsc
249145,40,40,1,event bez numerowanych miejsc
249887,60,30,2,event bez numerowanych miejsc
248935,70,35,2,event bez numerowanych miejsc
249011,0,0,0,event bez numerowanych miejsc
249149,0,0,0,event bez numerowanych miejsc
249154,40,40,1,event bez numerowanych miejsc
249654,25,25,1,event bez numerowanych miejsc
249748,40,40,1,event bez numerowanych miejsc
249039,40,40,1,event bez numerowanych miejsc
249740,40,40,1,event bez numerowanych miejsc
249095,80,40,2,event bez numerowanych miejsc
249106,120,40,3,event bez numerowanych miejsc
248967,35,35,1,event bez numerowanych miejsc
249017,80,40,2,event bez numerowanych miejsc
249047,0,0,0,event bez numerowanych miejsc
249876,0,0,0,event bez numerowanych miejsc
248919,35,35,1,event bez numerowanych miejsc
249131,80,40,2,event bez numerowanych miejsc
249883,0,0,0,event bez numerowanych miejsc
249908,0,0,0,event bez numerowanych miejsc
249474,125,25,5,event bez numerowanych miejsc
249098,160,40,4,event bez numerowanych miejsc
388716,105,35,3,event z jadną głowna salą
249080,160,40,4,event bez numerowanych miejsc
249898,100,25,4,event bez numerowanych miejsc
249916,120,30,4,event bez numerowanych miejsc
249113,200,40,5,event bez numerowanych miejsc
249894,100,25,4,event bez numerowanych miejsc
388784,120,30,4,event bez numerowanych miejsc
249119,105,35,3,event bez numerowanych miejsc
248999,140,35,4,event bez numerowanych miejsc
249833,100,20,5,event bez numerowanych miejsc
249157,160,40,4,event bez numerowanych miejsc
249151,160,40,4,event bez numerowanych miejsc
249889,210,35,6,event bez numerowanych miejsc
249914,150,25,6,event bez numerowanych miejsc
249128,175,25,7,event bez numerowanych miejsc
249836,200,25,8,event bez numerowanych miejsc
249087,280,40,7,event bez numerowanych miejsc
249023,240,40,6,event bez numerowanych miejsc
249135,495,45,11,event bez numerowanych miejsc
249502,250,25,10,event bez numerowanych miejsc
249138,600,40,15,event bez numerowanych miejsc
304940,130,10,13,event bez numerowanych miejsc
335305,220,20,11,event bez numerowanych miejsc
394279,0,0,0,event z jadną głowna salą
338403,140,35,4,event z jadną głowna salą
409346,20,20,1,event bez numerowanych miejsc
391362,0,0,0,event z jadną głowna salą
380386,440,20,22,event bez numerowanych miejsc
347256,0,0,0,event z jadną głowna salą
353120,80,40,2,event z jadną głowna salą
360727,0,0,0,event z jadną głowna salą
371258,0,0,0,event z jadną głowna salą
307001,0,0,0,event bez numerowanych miejsc
327974,325,65,5,event bez numerowanych miejsc
435428,0,0,0,event z jadną głowna salą
395500,0,0,0,event bez numerowanych miejsc
413013,940,470,2,event bez numerowanych miejsc
414127,120,20,6,event bez numerowanych miejsc
418014,700,20,35,event bez numerowanych miejsc
423178,105,35,3,event z jadną głowna salą
436207,20,20,1,event bez numerowanych miejsc
352604,575,115,5,event z jadną głowna salą
433513,315,105,3,event bez numerowanych miejsc
435959,0,0,0,event bez numerowanych miejsc
434696,0,0,0,event bez numerowanych miejsc
335053,20,20,1,event z jadną głowna salą
330035,0,0,0,event z jadną głowna salą
308215,20,20,1,event z jadną głowna salą
317093,0,0,0,event z jadną głowna salą
308214,0,0,0,event z jadną głowna salą
386473,0,0,0,event z jadną głowna salą
386464,0,0,0,event z jadną głowna salą
426436,0,0,1,event bez numerowanych miejsc
424504,0,0,0,event bez numerowanych miejsc
424566,0,0,1,event bez numerowanych miejsc
422774,30,15,2,event bez numerowanych miejsc
424506,0,0,0,event bez numerowanych miejsc
424503,20,20,1,event bez numerowanych miejsc
422934,60,30,2,event bez numerowanych miejsc
422713,30,15,2,event bez numerowanych miejsc
422932,45,15,3,event bez numerowanych miejsc
381656,200,25,8,event bez numerowanych miejsc
340635,0,0,0,event bez numerowanych miejsc
340633,105,35,3,event bez numerowanych miejsc
340634,100,25,4,event bez numerowanych miejsc
424502,165,55,3,event bez numerowanych miejsc
381660,400,50,8,event bez numerowanych miejsc
391418,0,0,0,event bez numerowanych miejsc
430449,100,10,10,event bez numerowanych miejsc
312412,0,0,0,event bez numerowanych miejsc
381663,75,75,1,event bez numerowanych miejsc
313391,400,80,5,event bez numerowanych miejsc
381657,525,35,15,event bez numerowanych miejsc
312415,0,0,0,event bez numerowanych miejsc
312413,35,35,1,event bez numerowanych miejsc
421177,405,45,9,event bez numerowanych miejsc
421176,720,40,18,event bez numerowanych miejsc
386928,240,20,12,event z jadną głowna salą
390430,130,10,13,event z jadną głowna salą
334852,405,45,9,event z jadną głowna salą
382193,1200,400,3,event bez numerowanych miejsc
345117,0,0,0,event z jadną głowna salą
379022,600,25,24,event z jadną głowna salą
432445,0,0,9,event z jadną głowna salą
357321,500,20,25,event z jadną głowna salą
431605,80,10,8,event z jadną głowna salą
336263,270,15,18,event z jadną głowna salą
381058,150,5,30,event z jadną głowna salą
326239,440,20,22,event z jadną głowna salą
339857,210,15,14,event z jadną głowna salą
325774,230,10,23,event z jadną głowna salą
326017,190,10,19,event z jadną głowna salą
321872,0,0,0,event z jadną głowna salą
330326,360,20,18,event z jadną głowna salą
366614,0,0,15,event z jadną głowna salą
312252,360,40,9,event z jadną głowna salą
325773,140,10,14,event z jadną głowna salą
388476,80,5,16,event z jadną głowna salą
381059,95,5,19,event z jadną głowna salą
325775,170,10,17,event z jadną głowna salą
346636,375,25,15,event z jadną głowna salą
354262,30,15,2,event z jadną głowna salą
433178,0,0,0,event z jadną głowna salą
330072,70,35,2,event z jadną głowna salą
326018,80,10,8,event z jadną głowna salą
388475,25,5,5,event z jadną głowna salą
326033,105,15,7,event z jadną głowna salą
402180,10,10,1,event z jadną głowna salą
380959,560,70,8,event z jadną głowna salą
381060,0,0,0,event z jadną głowna salą
409955,0,0,0,event z jadną głowna salą
432057,0,0,0,event z jadną głowna salą
360542,0,0,0,event z jadną głowna salą
345848,0,0,0,event z jadną głowna salą
360543,0,0,0,event z jadną głowna salą
314295,70,35,2,event z jadną głowna salą
382459,225,45,5,event z jadną głowna salą
339416,0,0,0,event z jadną głowna salą
314294,10,10,1,event z jadną głowna salą
326013,1120,35,32,event z jadną głowna salą
336253,35,35,1,event z jadną głowna salą
395425,35,35,1,event z jadną głowna salą
433719,935,55,17,event z jadną głowna salą
324052,0,0,24,event z jadną głowna salą
298279,200,20,10,event z jadną głowna salą
340636,435,15,29,event z jadną głowna salą
388101,0,0,13,event z jadną głowna salą
315533,360,15,24,event z jadną głowna salą
378514,600,25,24,event z jadną głowna salą
298281,300,15,20,event z jadną głowna salą
298275,200,10,20,event z jadną głowna salą
388098,0,0,24,event z jadną głowna salą
319685,0,0,24,event z jadną głowna salą
360657,270,10,27,event z jadną głowna salą
298276,170,10,17,event z jadną głowna salą
388545,0,0,11,event z jadną głowna salą
424542,25,5,5,event bez numerowanych miejsc
340417,0,0,7,event z jadną głowna salą
346287,220,10,22,event z jadną głowna salą
372314,0,0,21,event z jadną głowna salą
349924,380,20,19,event z jadną głowna salą
343963,220,10,22,event z jadną głowna salą
298278,90,10,9,event z jadną głowna salą
345095,525,25,21,event z jadną głowna salą
298280,200,20,10,event z jadną głowna salą
372329,600,40,15,event z jadną głowna salą
298277,130,10,13,event z jadną głowna salą
423461,15,5,3,event bez numerowanych miejsc
421437,65,5,13,event bez numerowanych miejsc
298282,220,20,11,event z jadną głowna salą
420834,25,5,5,event bez numerowanych miejsc
421546,60,5,12,event bez numerowanych miejsc
372353,0,0,0,event z jadną głowna salą
421975,0,0,0,event bez numerowanych miejsc
413899,0,0,0,event bez numerowanych miejsc
413900,0,0,0,event bez numerowanych miejsc
413930,0,0,0,event bez numerowanych miejsc
413881,0,0,0,event bez numerowanych miejsc
412776,0,0,0,event bez numerowanych miejsc
345774,0,0,0,event bez numerowanych miejsc
345776,0,0,0,event bez numerowanych miejsc
345788,0,0,0,event bez numerowanych miejsc
353163,25,25,1,event bez numerowanych miejsc
334540,0,0,0,event bez numerowanych miejsc
314643,360,45,8,event bez numerowanych miejsc
420631,765,45,17,event bez numerowanych miejsc
383273,3600,80,45,event z jadną głowna salą
430808,60,10,6,event z jadną głowna salą
333468,120,10,12,event z jadną głowna salą
269139,200,10,20,event z jadną głowna salą
433324,300,75,4,event z jadną głowna salą
384022,0,0,0,event z jadną głowna salą
381601,26640,240,111,event bez numerowanych miejsc
346330,210,10,21,event z jadną głowna salą
421765,0,0,0,event bez numerowanych miejsc
421584,220,220,1,event bez numerowanych miejsc
421764,140,140,1,event bez numerowanych miejsc
421582,175,175,1,event bez numerowanych miejsc
338635,190,10,19,event z jadną głowna salą
401768,275,275,1,event bez numerowanych miejsc
338634,220,10,22,event z jadną głowna salą
421580,310,310,1,event bez numerowanych miejsc
314567,920,20,46,event z jadną głowna salą
401764,390,390,1,event bez numerowanych miejsc
382027,30,30,1,event bez numerowanych miejsc
354049,190,10,19,event z jadną głowna salą
421673,0,0,0,event bez numerowanych miejsc
421675,0,0,0,event bez numerowanych miejsc
421670,0,0,0,event bez numerowanych miejsc
346313,225,15,15,event z jadną głowna salą
360693,190,10,19,event z jadną głowna salą
379645,320,20,16,event z jadną głowna salą
385356,170,10,17,event z jadną głowna salą
317143,200,50,4,event bez numerowanych miejsc
394091,130,10,13,event z jadną głowna salą
319714,475,25,19,event z jadną głowna salą
346329,130,10,13,event z jadną głowna salą
327315,190,10,19,event z jadną głowna salą
334013,130,10,13,event z jadną głowna salą
390638,380,20,19,event z jadną głowna salą
382021,0,0,0,event bez numerowanych miejsc
382023,0,0,0,event bez numerowanych miejsc
272579,10,10,1,event bez numerowanych miejsc
300111,10,10,1,event bez numerowanych miejsc
272578,10,10,1,event bez numerowanych miejsc
272580,10,10,1,event bez numerowanych miejsc
269439,50,10,5,event bez numerowanych miejsc
272581,40,10,4,event bez numerowanych miejsc
384686,140,10,14,event z jadną głowna salą
422437,20,20,1,event bez numerowanych miejsc
387243,150,10,15,event z jadną głowna salą
325479,120,10,12,event z jadną głowna salą
382011,0,0,0,event bez numerowanych miejsc
334012,140,10,14,event z jadną głowna salą
422417,40,20,2,event z jadną głowna salą
382117,0,0,13,event z jadną głowna salą
378530,25,25,1,event bez numerowanych miejsc
314698,40,10,4,event bez numerowanych miejsc
330508,140,10,14,event z jadną głowna salą
421576,0,0,0,event bez numerowanych miejsc
307338,60,10,6,event bez numerowanych miejsc
380954,300,30,10,event z jadną głowna salą
330491,10,10,1,event bez numerowanych miejsc
317092,0,0,0,event bez numerowanych miejsc
317177,80,10,8,event bez numerowanych miejsc
435204,0,0,8,event z jadną głowna salą
309970,30,10,3,event bez numerowanych miejsc
310509,110,10,11,event bez numerowanych miejsc
338937,40,10,4,event z jadną głowna salą
385358,40,10,4,event z jadną głowna salą
434698,90,30,3,event z jadną głowna salą
384687,180,5,36,event z jadną głowna salą
381672,40,10,4,event z jadną głowna salą
384728,45,15,3,event z jadną głowna salą
427281,0,0,0,event bez numerowanych miejsc
327036,40,10,4,event z jadną głowna salą
386211,0,0,2,event z jadną głowna salą
385546,0,0,2,event z jadną głowna salą
313016,40,10,4,event bez numerowanych miejsc
317184,130,10,13,event bez numerowanych miejsc
382025,30,15,2,event z jadną głowna salą
433315,0,0,0,event z jadną głowna salą
390882,0,0,0,event z jadną głowna salą
346328,0,0,0,event z jadną głowna salą
378543,0,0,0,event z jadną głowna salą
393560,225,15,15,event bez numerowanych miejsc
390881,0,0,0,event z jadną głowna salą
433662,60,15,4,event bez numerowanych miejsc
435580,0,0,0,event bez numerowanych miejsc
435005,0,0,0,event bez numerowanych miejsc
436655,15,15,1,event bez numerowanych miejsc
423447,0,0,0,event bez numerowanych miejsc
421395,20,10,2,event bez numerowanych miejsc
419663,0,0,0,event bez numerowanych miejsc
434977,260,20,13,event bez numerowanych miejsc
421368,150,10,15,event bez numerowanych miejsc
423087,525,15,35,event bez numerowanych miejsc
419525,0,0,0,event bez numerowanych miejsc
420992,230,230,1,event bez numerowanych miejsc
427459,235,235,1,event bez numerowanych miejsc
420990,0,0,0,event bez numerowanych miejsc
420991,250,250,1,event bez numerowanych miejsc
433452,95,95,1,event bez numerowanych miejsc
423560,35,35,1,event bez numerowanych miejsc
419406,40,40,1,event bez numerowanych miejsc
419526,40,40,1,event bez numerowanych miejsc
419404,0,0,0,event bez numerowanych miejsc
419522,0,0,0,event bez numerowanych miejsc
423568,0,0,0,event bez numerowanych miejsc
419405,40,40,1,event bez numerowanych miejsc
419504,0,0,0,event bez numerowanych miejsc
423559,35,35,1,event bez numerowanych miejsc
423569,40,40,1,event bez numerowanych miejsc
433532,0,0,0,event bez numerowanych miejsc
419503,40,40,1,event bez numerowanych miejsc
419505,40,40,1,event bez numerowanych miejsc
419507,40,40,1,event bez numerowanych miejsc
419554,35,35,1,event bez numerowanych miejsc
419506,40,40,1,event bez numerowanych miejsc
419523,40,40,1,event bez numerowanych miejsc
419524,40,40,1,event bez numerowanych miejsc
419555,0,0,0,event bez numerowanych miejsc
419557,40,40,1,event bez numerowanych miejsc
419556,45,45,1,event bez numerowanych miejsc
419521,90,45,2,event bez numerowanych miejsc
385297,360,30,12,event z jadną głowna salą
423570,0,0,0,event bez numerowanych miejsc
427514,0,0,0,event bez numerowanych miejsc
427515,0,0,0,event bez numerowanych miejsc
426360,0,0,0,event bez numerowanych miejsc
426359,25,25,1,event bez numerowanych miejsc
421258,35,35,1,event bez numerowanych miejsc
426358,30,30,1,event bez numerowanych miejsc
427614,0,0,0,event bez numerowanych miejsc
427509,0,0,0,event bez numerowanych miejsc
427396,30,30,1,event bez numerowanych miejsc
427398,30,30,1,event bez numerowanych miejsc
427023,0,0,0,event bez numerowanych miejsc
421771,80,40,2,event bez numerowanych miejsc
385298,330,30,11,event z jadną głowna salą
269444,15,15,1,event z jadną głowna salą
323515,0,0,0,event z jadną głowna salą
421772,20,20,1,event bez numerowanych miejsc
408669,30,30,1,event bez numerowanych miejsc
408668,80,40,2,event bez numerowanych miejsc
315439,100,20,5,event bez numerowanych miejsc
397748,60,30,2,event bez numerowanych miejsc
390636,0,0,0,event bez numerowanych miejsc
310520,20,20,1,event bez numerowanych miejsc
402854,20,20,1,event bez numerowanych miejsc
344969,20,20,1,event bez numerowanych miejsc
326675,0,0,0,event bez numerowanych miejsc
348413,20,20,1,event bez numerowanych miejsc
398559,75,25,3,event bez numerowanych miejsc
337596,40,20,2,event bez numerowanych miejsc
329559,80,20,4,event bez numerowanych miejsc
397944,225,25,9,event bez numerowanych miejsc
397749,280,35,8,event bez numerowanych miejsc
407898,0,0,0,event bez numerowanych miejsc
340173,160,20,8,event bez numerowanych miejsc
268088,75,25,3,event bez numerowanych miejsc
391022,0,0,0,event bez numerowanych miejsc
391021,0,0,0,event bez numerowanych miejsc
391001,0,0,0,event bez numerowanych miejsc
375685,1610,70,23,event z jadną głowna salą
412803,0,0,0,event bez numerowanych miejsc
370819,1320,60,22,event bez numerowanych miejsc
296594,0,0,0,event bez numerowanych miejsc
269239,480,240,2,event bez numerowanych miejsc
350035,2040,170,12,event bez numerowanych miejsc
330434,750,150,5,event bez numerowanych miejsc
382754,930,155,6,event bez numerowanych miejsc
355350,0,0,0,event bez numerowanych miejsc
369486,0,0,0,event bez numerowanych miejsc
305673,0,0,0,event bez numerowanych miejsc
366841,320,160,2,event bez numerowanych miejsc
259339,0,0,0,event bez numerowanych miejsc
427729,0,0,0,event bez numerowanych miejsc
413017,0,0,0,event bez numerowanych miejsc
420370,0,0,1,event bez numerowanych miejsc
386225,300,25,12,event z jadną głowna salą
315896,525,35,15,event z jadną głowna salą
344369,20,20,1,event z jadną głowna salą
323582,45,15,3,event z jadną głowna salą
262352,0,0,13,event z jadną głowna salą
281806,55,5,11,event z jadną głowna salą
367888,140,35,4,event z jadną głowna salą
361852,160,20,8,event z jadną głowna salą
377465,120,40,3,event z jadną głowna salą
262363,0,0,12,event z jadną głowna salą
412449,35,35,1,event bez numerowanych miejsc
269369,0,0,14,event z jadną głowna salą
340594,0,0,0,event bez numerowanych miejsc
417960,35,35,1,event bez numerowanych miejsc
417961,70,35,2,event bez numerowanych miejsc
417962,35,35,1,event bez numerowanych miejsc
323580,30,15,2,event z jadną głowna salą
409041,80,40,2,event bez numerowanych miejsc
323581,30,15,2,event z jadną głowna salą
431662,0,0,0,event bez numerowanych miejsc
433486,0,0,0,event bez numerowanych miejsc
422347,40,40,1,event bez numerowanych miejsc
314650,335,335,1,event bez numerowanych miejsc
332917,410,410,1,event bez numerowanych miejsc
432280,120,120,1,event bez numerowanych miejsc
304355,750,375,2,event bez numerowanych miejsc
307560,810,405,2,event bez numerowanych miejsc
324520,430,430,1,event bez numerowanych miejsc
416067,70,35,2,event bez numerowanych miejsc
417963,70,35,2,event bez numerowanych miejsc
378958,0,0,0,event bez numerowanych miejsc
361089,0,0,0,event bez numerowanych miejsc
403249,365,365,1,event bez numerowanych miejsc
377469,175,35,5,event z jadną głowna salą
269368,0,0,10,event z jadną głowna salą
303779,55,5,11,event z jadną głowna salą
321670,585,195,3,event bez numerowanych miejsc
377470,140,35,4,event z jadną głowna salą
367898,35,35,1,event z jadną głowna salą
386981,105,35,3,event bez numerowanych miejsc
402788,40,20,2,event bez numerowanych miejsc
334907,80,20,4,event z jadną głowna salą
334905,100,25,4,event z jadną głowna salą
334906,100,25,4,event z jadną głowna salą
370206,140,35,4,event bez numerowanych miejsc
390543,380,20,19,event z jadną głowna salą
392545,45,15,3,event bez numerowanych miejsc
269253,0,0,0,event bez numerowanych miejsc
423576,0,0,0,event bez numerowanych miejsc
407853,0,0,0,event bez numerowanych miejsc
399665,30,30,1,event bez numerowanych miejsc
398687,30,30,1,event bez numerowanych miejsc
399726,30,30,1,event bez numerowanych miejsc
367890,60,30,2,event z jadną głowna salą
377240,60,30,2,event bez numerowanych miejsc
316121,160,40,4,event bez numerowanych miejsc
369719,105,35,3,event bez numerowanych miejsc
377570,120,30,4,event z jadną głowna salą
377468,70,35,2,event z jadną głowna salą
377466,70,35,2,event z jadną głowna salą
367892,35,35,1,event z jadną głowna salą
367899,35,35,1,event z jadną głowna salą
380257,10,10,1,event bez numerowanych miejsc
398162,30,30,1,event bez numerowanych miejsc
378937,30,30,1,event bez numerowanych miejsc
391215,30,30,1,event bez numerowanych miejsc
345841,30,15,2,event bez numerowanych miejsc
392410,175,35,5,event bez numerowanych miejsc
296792,50,5,10,event z jadną głowna salą
367894,35,35,1,event z jadną głowna salą
315286,405,45,9,event z jadną głowna salą
387779,70,35,2,event bez numerowanych miejsc
387777,240,40,6,event bez numerowanych miejsc
367891,25,25,1,event z jadną głowna salą
377467,40,40,1,event z jadną głowna salą
416522,0,0,0,event bez numerowanych miejsc
367893,35,35,1,event z jadną głowna salą
296791,0,0,6,event z jadną głowna salą
394183,175,35,5,event bez numerowanych miejsc
303778,50,5,10,event z jadną głowna salą
367897,0,0,0,event z jadną głowna salą
387778,200,40,5,event bez numerowanych miejsc
390446,330,30,11,event z jadną głowna salą
367896,0,0,0,event z jadną głowna salą
367895,0,0,0,event z jadną głowna salą
262269,30,5,6,event z jadną głowna salą
309447,0,0,0,event bez numerowanych miejsc
409438,0,0,0,event bez numerowanych miejsc
355002,0,0,0,event bez numerowanych miejsc
408785,0,0,0,event bez numerowanych miejsc
308179,0,0,0,event bez numerowanych miejsc
402181,0,0,0,event bez numerowanych miejsc
380958,15,15,1,event bez numerowanych miejsc
316120,0,0,0,event bez numerowanych miejsc
340357,15,15,1,event bez numerowanych miejsc
263333,15,15,1,event bez numerowanych miejsc
330603,0,0,0,event bez numerowanych miejsc
397600,30,30,1,event bez numerowanych miejsc
330608,15,15,1,event bez numerowanych miejsc
343857,0,0,0,event bez numerowanych miejsc
340856,30,30,1,event bez numerowanych miejsc
386976,30,30,1,event bez numerowanych miejsc
357963,30,30,1,event bez numerowanych miejsc
391214,70,35,2,event bez numerowanych miejsc
382331,70,35,2,event bez numerowanych miejsc
397741,210,70,3,event bez numerowanych miejsc
306169,210,30,7,event bez numerowanych miejsc
326454,150,25,6,event bez numerowanych miejsc
335893,210,35,6,event bez numerowanych miejsc
314376,15,5,3,event z jadną głowna salą
408426,0,0,0,event bez numerowanych miejsc
399705,60,30,2,event bez numerowanych miejsc
334235,30,15,2,event bez numerowanych miejsc
